Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2026,96,1104,96,1120,92,A,0,32,59,12,23,20,23,7,23,17,14,5,7,19,33,71,9,28,17,22,14,21,12,5,9,4,20
2026,96,1474,91,1316,72,H,0,33,66,10,30,15,15,13,26,14,8,8,3,23,21,52,12,27,18,25,8,19,7,14,2,0,20
2026,96,1188,71,1114,61,A,0,25,55,8,21,13,15,5,34,14,11,3,5,13,23,71,8,21,7,10,16,25,6,7,3,5,14
2026,96,1328,92,1435,91,A,0,31,58,9,21,21,29,10,20,12,14,7,1,25,27,57,11,24,26,31,12,20,12,13,7,4,23
2026,96,1387,82,1247,58,H,0,27,53,13,30,15,21,4,30,19,11,6,5,14,21,64,3,17,13,18,15,24,13,14,8,1,19
2026,96,1379,66,1245,65,H,0,21,57,5,18,19,24,15,28,6,11,5,5,13,25,60,7,28,8,18,12,24,9,9,5,4,16
2026,96,1242,71,1428,59,H,0,28,56,3,18,12,16,7,29,18,10,4,10,15,22,55,5,18,10,16,7,25,10,12,8,5,15
2026,96,1235,72,1124,69,H,0,27,54,6,21,12,19,14,23,15,14,6,2,13,26,57,11,31,6,9,8,17,11,9,10,4,17
2026,96,1348,82,1350,77,H,0,21,47,6,17,34,42,11,24,12,11,9,4,17,26,57,12,29,13,15,7,20,15,12,7,1,28
2026,96,1182,88,1203,86,H,0,29,60,7,21,23,30,11,16,12,4,8,0,15,28,63,13,35,17,19,19,21,18,16,3,3,19
2026,96,1317,81,1427,58,A,0,29,66,4,18,19,23,21,24,19,13,14,1,15,22,53,2,15,12,18,9,19,9,18,9,6,17
2026,96,1395,84,1243,82,H,0,27,59,8,26,22,36,17,23,18,13,7,0,10,33,63,11,26,5,8,8,17,24,12,8,5,23
2026,96,1221,76,1250,67,H,0,26,54,5,12,19,23,6,29,12,5,6,2,12,29,58,3,20,6,10,4,25,18,7,4,2,17
2026,96,1457,79,1255,74,H,0,19,50,6,28,35,40,5,30,13,14,8,2,27,23,59,6,25,22,35,11,31,8,12,8,0,32
2026,96,1266,70,1139,55,H,0,25,54,14,31,6,10,4,26,16,12,12,2,19,20,61,6,21,9,15,17,26,11,16,9,2,14
2026,96,1374,86,1338,67,A,0,32,56,9,21,13,17,8,26,20,9,9,2,15,22,61,8,33,15,19,15,20,15,12,3,2,15
2026,96,1295,92,1303,84,H,0,31,62,10,25,20,22,10,23,14,5,5,3,9,30,57,15,31,9,12,7,21,15,11,2,6,19
2026,96,1453,76,1178,63,H,0,25,61,6,18,20,23,13,26,13,8,10,4,18,20,56,9,21,14,17,11,22,11,13,2,7,16
2026,96,1389,70,1373,65,H,0,22,48,4,15,22,36,11,26,7,14,9,2,20,23,54,3,17,16,21,6,18,12,10,9,4,24
2026,96,1335,61,1343,60,H,0,23,56,5,18,10,15,12,24,12,7,5,6,17,22,54,6,19,10,16,10,24,15,7,1,3,15
2026,96,1400,79,1279,68,H,0,27,51,5,16,20,23,9,26,12,10,5,1,16,24,58,7,24,13,17,9,18,11,7,9,4,20
2026,96,1345,68,1332,64,H,0,22,47,5,18,19,25,8,24,15,14,5,0,14,24,54,5,25,11,16,7,21,14,13,12,1,21
2026,96,1157,94,1269,91,H,0,35,82,16,34,8,16,16,35,13,10,4,4,22,35,83,10,26,11,23,22,36,11,12,3,1,20
2026,96,1131,78,1259,69,H,0,26,53,12,30,14,18,11,30,17,18,4,1,8,27,61,8,35,7,12,4,19,8,8,11,3,17
2026,96,1281,78,1376,59,A,0,25,54,7,19,21,30,16,28,16,14,6,6,18,17,55,3,22,22,27,11,17,8,8,7,2,21
2026,96,1174,89,1292,88,H,0,28,51,14,28,19,21,5,21,13,12,7,1,17,32,65,11,33,13,19,15,18,20,10,7,2,15
2026,96,1304,80,1353,68,A,0,30,64,9,27,11,12,8,25,19,6,10,2,15,27,56,7,22,7,12,8,26,14,15,3,4,15
2026,96,1438,72,1393,59,H,0,26,63,10,30,10,14,17,21,18,10,9,5,14,25,51,3,11,6,7,6,22,9,13,4,7,11
2026,96,1116,88,1280,68,A,0,36,69,8,22,8,12,11,27,22,7,5,9,13,28,61,3,15,9,14,9,24,15,11,3,7,10
2026,96,1257,88,1448,80,A,0,27,51,10,25,24,31,6,26,19,11,3,4,20,27,63,8,25,18,25,10,22,17,6,8,2,24
2026,96,1231,78,1458,77,H,0,30,63,5,22,13,15,11,26,13,8,1,9,15,27,71,12,36,11,12,14,23,16,7,5,3,19
2026,96,1437,80,1207,73,A,0,28,57,10,29,14,28,12,25,18,9,8,0,17,24,60,7,25,18,23,14,26,11,14,5,1,24
2026,96,1301,82,1439,73,H,0,28,54,9,21,17,24,5,25,14,11,10,4,15,27,63,7,25,12,15,12,23,14,15,5,1,19
2026,95,1385,81,1163,72,H,0,27,54,5,19,22,31,9,23,16,10,9,3,15,29,53,9,19,5,12,6,20,14,15,6,6,23
2026,95,1320,61,1133,49,H,0,23,52,4,16,11,15,9,24,14,9,8,2,12,14,42,9,23,12,13,4,22,9,16,4,5,15
2026,95,1433,99,1173,73,H,0,30,64,8,24,31,38,11,33,15,12,11,7,24,24,65,7,19,18,30,13,28,9,16,6,3,28
2026,95,1172,84,1260,64,H,0,32,57,12,26,8,10,7,19,16,9,8,3,18,23,47,6,16,12,21,10,18,11,15,3,4,15
2026,94,1414,78,1167,62,H,0,29,70,2,15,18,31,19,26,17,7,11,9,15,22,62,3,11,15,16,15,29,12,19,3,7,26
2026,94,1471,77,1253,74,H,0,24,55,8,21,21,29,12,30,14,18,7,3,15,25,54,7,19,17,20,1,25,14,12,11,2,22
2026,94,1272,90,1412,80,A,0,33,63,8,20,16,21,9,30,15,16,8,1,23,25,66,9,37,21,35,16,23,15,13,11,3,16
2026,94,1413,85,1364,75,H,0,26,50,10,18,23,26,7,19,18,10,7,4,20,27,55,5,16,16,21,14,18,13,13,5,1,18
2026,94,1294,88,1451,74,A,0,35,59,11,24,7,10,6,28,20,9,3,7,18,26,63,2,17,20,24,12,19,8,6,6,0,12
2026,94,1286,73,1225,66,H,0,22,51,3,11,26,30,4,26,7,9,10,7,15,27,64,4,19,8,9,7,26,7,14,4,1,19
2026,94,1186,82,1285,74,A,0,29,56,9,22,15,24,10,22,17,13,9,4,15,27,54,7,20,13,17,8,24,15,17,9,1,21
2026,94,1240,71,1443,66,A,0,17,45,1,9,36,50,13,32,6,16,4,3,18,19,62,7,30,21,24,12,22,9,10,8,2,31
2026,94,1326,82,1268,62,A,0,28,49,8,17,18,30,9,18,17,8,5,3,16,23,50,8,26,8,15,11,17,11,16,3,4,24
2026,94,1369,82,1287,70,H,0,29,57,9,20,15,22,11,19,11,15,7,6,15,27,54,5,14,11,14,6,19,10,14,6,3,22
2026,94,1315,76,1303,73,H,0,23,60,5,26,25,38,13,26,9,3,3,4,18,25,60,9,27,14,22,14,30,10,12,1,2,26
2026,94,1452,59,1153,54,A,0,21,48,6,21,11,21,10,23,13,12,5,0,15,20,55,7,23,7,9,11,23,11,12,4,5,17
2026,94,1373,79,1233,72,H,0,32,61,5,20,10,11,11,24,16,12,10,3,10,28,61,14,31,2,4,10,17,16,12,8,3,14
2026,94,1389,80,1264,75,A,0,29,67,7,23,15,18,18,19,22,4,5,5,22,24,55,6,22,21,26,16,23,16,12,1,3,17
2026,94,1220,80,1318,63,H,0,30,63,8,23,12,15,14,27,18,10,5,6,16,23,51,8,22,9,14,3,21,16,12,5,2,15
2026,94,1158,78,1299,62,H,0,31,59,6,21,10,14,7,24,13,14,11,4,16,20,54,7,23,15,18,11,24,9,18,7,4,12
2026,94,1151,79,1273,75,H,0,25,46,10,22,19,25,3,22,16,17,4,3,29,18,58,6,24,33,43,16,18,9,10,8,1,19
2026,94,1184,76,1195,74,H,0,23,57,10,33,20,25,12,24,16,13,12,3,15,27,59,10,29,10,13,10,24,19,15,7,3,16
2026,94,1276,110,1336,69,H,0,40,66,15,29,15,17,11,33,31,9,3,8,20,23,62,2,20,21,26,9,12,7,5,6,3,14
2026,94,1107,65,1136,63,A,0,27,56,8,20,3,5,8,18,15,10,12,8,11,24,48,11,24,4,5,7,23,17,17,4,4,14
2026,93,1429,86,1307,66,A,0,30,60,11,31,15,22,10,27,18,12,9,2,23,21,51,3,13,21,30,7,21,7,15,6,1,18
2026,93,1333,74,1450,64,H,0,25,64,4,17,20,27,13,31,13,5,4,1,17,17,53,10,31,20,26,8,28,10,9,1,5,22
2026,93,1234,84,1449,74,A,0,31,52,9,19,13,21,4,15,10,4,6,0,11,29,51,7,16,9,11,8,20,14,12,1,5,17
2026,93,1155,66,1390,64,A,0,21,46,7,17,17,22,6,28,8,12,3,1,14,24,60,9,28,7,9,10,20,12,7,10,3,20
2026,93,1365,71,1334,56,A,0,26,59,8,30,11,19,11,22,13,7,11,1,17,21,49,3,11,11,17,10,29,11,17,4,1,16
2026,93,1228,84,1321,44,H,0,28,58,17,38,11,14,11,39,20,11,1,3,9,19,65,4,25,2,4,6,17,10,1,7,1,11
2026,93,1329,99,1140,92,H,0,35,64,7,21,22,34,10,24,18,8,10,2,18,33,66,13,30,13,17,12,22,12,16,5,4,24
2026,93,1113,71,1428,63,A,0,22,57,5,20,22,25,12,24,11,6,6,4,13,23,59,9,27,8,13,14,23,15,14,5,5,17
2026,93,1246,94,1328,78,H,0,30,60,12,26,22,27,14,27,21,6,3,4,17,25,57,11,32,17,19,6,19,14,6,3,2,15
2026,93,1122,87,1252,76,H,0,34,57,9,15,10,15,2,25,16,11,10,2,12,30,61,7,24,9,10,7,23,13,12,7,2,14
2026,93,1124,86,1160,67,H,0,28,53,10,24,20,25,6,26,17,9,4,4,19,22,55,7,17,16,23,8,18,11,10,6,0,18
2026,93,1143,90,1210,85,H,0,25,54,12,23,28,39,8,32,13,14,2,3,17,34,71,10,29,7,14,10,28,20,8,5,4,27
2026,93,1178,76,1454,63,A,0,29,54,5,12,13,16,8,25,14,11,9,2,15,24,55,4,20,11,15,9,18,11,10,7,2,18
2026,93,1115,67,1212,64,A,0,23,53,6,18,15,21,9,26,16,13,7,1,15,25,64,3,25,11,15,15,25,7,12,5,1,14
2026,93,1207,76,1166,68,H,0,22,63,8,21,24,33,17,29,13,12,10,2,16,27,63,8,33,6,10,10,28,11,16,8,2,19
2026,93,1358,70,1431,66,H,0,21,61,7,23,21,27,16,34,14,12,4,1,13,26,65,4,22,10,14,8,29,7,6,4,3,19
2026,93,1222,79,1416,55,H,0,35,64,3,19,6,8,12,28,18,5,7,2,19,16,52,6,21,17,20,10,19,10,11,2,1,13
2026,93,1278,76,1277,73,H,0,22,46,10,21,22,31,3,20,17,6,4,1,14,26,58,9,24,12,17,13,26,22,9,5,1,21
2026,93,1257,76,1323,65,H,0,28,65,7,31,13,18,16,30,19,12,6,4,16,24,62,11,27,6,14,12,23,14,12,9,3,17
2026,93,1137,60,1110,59,A,0,19,44,7,20,15,17,6,25,10,14,6,1,17,20,58,12,36,7,11,16,21,16,11,6,1,17
2026,93,1386,76,1203,73,H,0,28,57,9,26,11,13,8,22,16,15,6,4,10,24,67,15,45,10,14,18,20,14,14,6,1,15
2026,93,1182,71,1206,65,A,0,24,54,7,21,16,21,10,21,8,9,13,2,17,25,51,7,18,8,15,9,21,13,17,2,3,17
2026,93,1378,109,1427,88,H,0,41,74,11,31,16,23,18,21,25,5,8,1,17,32,57,12,21,12,18,9,20,11,13,2,4,18
2026,93,1409,78,1194,76,A,0,28,62,8,26,14,19,7,26,13,8,6,1,13,30,69,7,30,9,15,14,30,8,10,6,2,18
2026,93,1457,80,1347,78,A,0,29,60,8,27,14,21,9,26,18,11,9,1,17,28,66,9,30,13,17,15,26,12,12,7,0,18
2026,93,1255,86,1205,66,A,0,34,58,6,15,12,20,7,24,13,11,11,0,19,24,51,6,20,12,20,8,21,8,18,7,1,20
2026,93,1344,97,1139,87,H,0,31,66,9,28,26,39,16,30,11,10,6,1,22,29,65,6,21,23,34,12,24,10,10,7,3,28
2026,93,1259,89,1250,84,H,0,32,74,10,29,15,18,14,32,15,11,11,5,17,31,68,11,33,11,21,10,29,23,13,7,4,13
2026,93,1156,91,1324,78,H,0,30,68,17,40,14,18,16,23,22,11,9,5,17,28,58,5,21,17,21,10,23,13,13,7,8,17
2026,93,1352,72,1460,66,H,0,28,58,9,20,7,12,6,31,18,11,3,9,15,23,65,5,20,15,22,17,27,13,10,7,3,13
2026,93,1453,87,1297,84,A,0,31,62,9,23,16,22,13,28,12,17,5,1,21,29,65,12,36,14,22,9,20,16,8,12,7,17
2026,93,1190,75,1202,71,H,0,26,60,7,17,16,22,8,21,12,9,13,1,16,29,55,7,26,6,10,7,29,15,21,1,3,19
2026,93,1267,81,1379,77,H,0,29,54,8,23,15,22,9,21,19,11,4,3,22,23,56,10,27,21,30,18,22,13,14,9,2,25
2026,93,1418,64,1241,61,A,0,23,59,10,25,8,9,14,20,11,8,4,1,19,23,48,7,20,8,19,11,23,13,10,4,3,12
2026,93,1407,74,1209,63,A,0,29,66,8,28,8,12,16,27,20,8,6,2,15,22,56,6,18,13,19,10,24,14,9,3,4,15
2026,93,1104,100,1401,97,H,0,31,69,16,48,22,32,13,31,19,6,6,4,19,32,65,13,31,20,28,5,31,22,6,6,2,26
2026,93,1251,75,1174,69,A,0,23,45,11,27,18,20,2,23,21,9,3,1,15,26,51,9,24,8,9,2,21,13,10,5,2,18
2026,93,1437,72,1371,60,H,0,23,51,9,29,17,22,13,24,15,15,7,0,13,24,56,2,17,10,11,8,19,9,10,8,0,18
2026,92,1201,98,1424,96,H,0,29,49,8,15,32,44,6,17,11,15,6,0,28,31,56,9,23,25,36,12,21,13,19,8,3,35
2026,92,1361,72,1461,63,H,0,23,51,3,18,23,36,11,24,15,10,6,4,21,17,53,9,32,20,26,12,17,14,14,6,1,25
2026,92,1425,81,1231,75,H,0,25,54,6,17,25,31,11,29,14,15,5,8,17,26,63,10,35,13,16,8,17,21,10,8,4,24
2026,92,1417,98,1353,66,H,0,35,63,12,21,16,18,10,25,25,2,3,2,16,24,55,7,22,11,20,11,19,13,9,2,4,15
2026,92,1438,67,1338,47,H,0,26,59,11,31,4,9,13,25,18,10,12,6,11,17,46,6,19,7,12,8,23,12,17,5,5,14
2026,92,1387,91,1172,82,A,0,30,59,12,27,19,26,12,29,16,10,6,2,21,28,63,10,29,16,21,10,20,14,7,6,5,19
2026,92,1125,103,1179,90,H,0,39,66,17,35,8,15,8,18,25,5,3,1,18,32,60,14,28,12,16,10,25,19,12,1,1,18
2026,92,1129,91,1305,87,H,0,28,54,8,25,27,35,8,27,12,11,3,5,17,32,65,10,24,13,19,7,18,13,8,5,1,25
2026,92,1301,84,1374,83,A,0,28,61,16,36,12,20,8,26,19,7,6,3,13,32,67,12,22,7,12,12,27,17,10,2,4,14
2026,92,1133,72,1434,65,H,0,27,56,7,21,11,16,8,25,9,11,6,0,13,27,57,7,18,4,10,10,22,9,12,7,2,16
2026,92,1260,71,1247,61,H,0,23,52,10,30,15,25,8,28,15,13,4,6,16,21,52,6,18,13,19,6,23,13,12,5,0,20
2026,92,1163,92,1462,60,H,0,34,60,10,27,14,18,12,29,26,13,5,3,19,18,49,6,17,18,28,8,16,6,13,6,2,17
2026,92,1397,84,1279,66,H,0,26,58,9,24,23,34,17,23,17,8,7,1,18,22,52,9,25,13,21,7,16,7,9,6,4,27
2026,92,1173,72,1382,70,H,0,19,46,6,19,28,33,8,19,11,10,8,3,14,26,54,4,19,14,17,11,22,8,13,5,3,21
2026,92,1325,91,1444,71,H,0,30,58,13,32,18,22,9,30,18,9,2,3,20,27,60,7,15,10,25,8,21,8,6,4,1,19
2026,92,1400,84,1376,75,H,0,24,56,7,19,29,36,17,23,11,11,5,1,19,27,54,2,11,19,24,6,19,9,10,6,3,24
2026,92,1275,73,1138,71,A,0,32,58,6,22,3,6,5,23,16,13,12,3,14,24,57,9,28,14,18,13,23,15,15,7,2,12
2026,91,1242,64,1403,61,A,0,24,53,6,20,10,13,5,33,10,15,4,5,10,23,72,12,40,3,5,14,26,13,9,13,1,14
2026,91,1372,67,1270,60,H,0,21,57,9,25,16,20,11,21,9,12,9,4,17,21,61,6,27,12,16,12,19,11,16,10,6,16
2026,91,1314,87,1393,77,H,0,27,56,8,18,25,35,12,29,16,11,3,1,19,29,65,6,18,13,19,11,20,7,10,6,8,24
2026,91,1131,72,1221,64,A,0,25,46,10,18,12,22,5,27,12,7,0,4,12,25,60,8,21,6,8,9,23,9,3,5,2,21
2026,90,1234,84,1332,66,A,0,33,56,10,22,8,10,7,19,18,5,8,2,15,23,56,6,25,14,16,13,18,11,9,2,2,11
2026,90,1190,86,1459,72,A,0,27,56,6,15,26,28,11,24,12,6,8,4,15,26,54,7,19,13,16,6,18,11,10,0,2,19
2026,90,1228,78,1304,69,A,0,24,54,9,30,21,26,11,29,15,8,3,6,10,25,59,15,35,4,5,6,21,17,8,5,2,19
2026,90,1156,90,1454,88,A,0,28,56,14,36,20,26,10,20,16,11,7,2,22,28,58,11,29,21,27,11,21,16,10,4,3,20
2026,90,1324,76,1297,65,H,0,27,64,5,18,17,24,13,36,18,14,6,7,12,24,73,9,40,8,13,14,26,15,11,8,6,22
2026,90,1235,95,1243,61,A,0,33,60,14,27,15,20,10,29,28,12,8,1,10,25,62,7,23,4,6,8,16,13,14,9,4,19
2026,90,1409,93,1455,83,H,0,33,55,8,20,19,27,8,30,13,11,5,4,21,28,64,7,18,20,32,13,16,11,8,8,1,21
2026,90,1160,87,1395,61,H,0,35,63,11,23,6,13,11,30,24,8,5,3,16,21,63,5,23,14,17,15,21,8,10,2,3,18
2026,90,1336,77,1278,75,H,0,31,62,7,18,8,9,12,17,13,10,8,3,18,27,51,7,27,14,17,8,20,17,12,7,7,13
2026,90,1460,83,1453,75,A,0,25,53,8,23,25,28,9,19,11,5,7,4,21,23,50,7,16,22,26,8,18,13,10,4,2,20
2026,90,1291,72,1264,65,H,0,25,61,9,24,13,14,14,28,17,13,6,2,12,23,60,8,32,11,13,10,22,11,8,10,1,15
2026,90,1345,93,1268,63,A,0,29,55,15,30,20,25,11,26,18,8,3,2,16,19,49,6,17,19,25,8,18,5,12,5,1,19
2026,90,1196,100,1104,77,H,0,40,78,3,13,17,26,15,29,24,2,13,5,16,27,62,14,34,9,13,9,24,16,18,1,5,21
2026,90,1202,75,1151,70,H,0,25,50,9,20,16,21,7,23,18,12,5,3,16,25,61,8,29,12,16,13,20,9,11,7,5,21
2026,90,1182,76,1348,61,H,0,22,50,12,27,20,22,10,28,15,15,7,2,19,21,54,10,26,9,18,10,18,13,13,6,4,21
2026,89,1211,73,1388,65,H,0,27,58,6,17,13,21,11,28,18,10,6,5,18,18,53,6,21,23,25,7,27,7,11,6,1,19
2026,89,1362,87,1334,82,H,0,30,61,8,22,19,26,12,20,15,7,8,3,12,30,59,8,17,14,15,9,24,20,10,4,1,22
2026,89,1461,68,1161,57,H,0,19,43,12,25,18,24,7,25,12,10,6,5,15,23,58,4,23,7,10,12,19,13,9,5,1,20
2026,89,1364,83,1168,69,H,0,29,60,11,33,14,17,11,29,21,16,13,2,19,24,55,9,23,12,18,5,21,7,15,10,2,18
2026,89,1431,70,1174,55,H,0,22,57,6,16,20,25,13,22,13,6,12,1,16,13,49,2,23,27,29,14,24,7,14,5,0,16
2026,89,1397,77,1120,69,H,0,24,54,4,13,25,31,17,29,17,15,7,2,19,24,63,7,31,14,20,12,18,13,10,9,1,23
2026,89,1396,79,1378,78,H,0,28,63,9,29,14,17,13,19,19,12,5,1,23,22,48,7,23,27,31,8,24,16,18,7,1,18
2026,89,1163,85,1166,58,A,0,33,61,16,31,3,7,13,24,16,8,5,2,21,18,44,5,21,17,24,6,18,10,10,4,2,13
2026,89,1125,103,1293,86,H,0,37,66,12,24,17,25,15,18,25,8,7,4,21,29,61,6,23,22,26,16,17,11,13,5,4,20
2026,89,1412,72,1317,68,A,0,28,55,5,17,11,18,8,27,8,12,5,4,14,24,58,3,17,17,23,9,22,12,6,9,4,14
2026,89,1449,76,1321,62,A,0,30,65,10,22,6,8,16,29,15,11,7,7,17,22,57,5,19,13,18,10,21,11,11,4,6,12
2026,89,1425,78,1353,75,H,0,26,51,4,12,22,30,12,28,16,17,6,4,13,29,74,8,24,9,12,17,16,14,8,7,4,21
2026,89,1217,67,1463,65,A,0,22,47,8,17,15,18,6,24,13,8,3,5,13,24,56,8,20,9,11,9,20,14,6,4,2,12
2026,89,1420,68,1107,65,A,0,20,45,6,17,22,27,5,22,9,9,8,1,10,26,60,9,27,4,8,12,22,15,13,8,3,19
2026,89,1270,64,1249,63,A,0,20,54,7,17,17,19,12,21,11,7,6,8,12,23,61,8,21,9,12,20,23,16,10,3,3,12
2026,89,1246,85,1116,77,A,0,30,56,6,13,19,30,10,25,11,7,2,6,22,29,59,3,14,16,26,9,17,10,4,2,3,24
2026,89,1206,77,1382,73,A,0,31,56,5,21,10,15,8,21,14,16,6,2,22,27,49,5,11,14,25,5,17,17,14,12,3,18
2026,89,1329,81,1428,69,A,0,32,66,8,19,9,13,13,30,16,8,4,1,18,24,59,5,20,16,24,10,24,11,8,5,6,15
2026,89,1199,88,1390,80,H,0,29,53,7,23,23,29,6,25,18,9,7,2,12,31,67,12,34,6,9,14,19,12,11,5,4,21
2026,89,1435,71,1279,68,H,0,24,55,8,32,15,21,12,21,13,11,7,1,21,22,52,4,15,20,25,11,22,6,11,6,1,20
2026,89,1133,87,1179,73,A,0,30,63,17,26,10,14,14,24,17,9,6,0,22,23,58,6,25,21,26,13,21,10,8,2,6,13
2026,89,1393,86,1323,72,H,0,32,56,10,25,12,21,6,28,21,6,7,4,18,26,53,6,22,14,20,4,24,11,10,3,0,16
2026,89,1335,91,1165,81,A,0,30,54,9,19,22,30,9,27,20,14,9,5,16,28,62,14,33,11,19,9,17,20,9,10,3,26
2026,89,1341,85,1411,78,H,0,28,65,9,27,20,25,9,20,12,7,7,5,17,27,59,7,18,17,27,13,31,3,13,6,4,19
2026,89,1231,98,1417,97,A,0,28,66,11,34,31,38,8,32,22,11,3,4,27,30,76,7,22,30,34,12,34,19,10,6,4,27
2026,89,1413,80,1167,72,A,0,24,54,7,22,25,31,10,21,11,10,9,2,18,26,54,6,16,14,20,8,22,13,15,7,2,24
2026,89,1244,76,1308,53,H,0,22,52,7,24,25,36,10,28,13,8,7,5,23,12,48,2,16,27,35,10,20,6,12,7,3,25
2026,89,1242,90,1140,82,H,0,32,56,11,22,15,24,4,28,17,6,5,3,15,30,66,11,32,11,17,12,25,13,7,3,4,18
2026,89,1172,79,1350,54,A,0,32,60,13,25,2,4,14,22,18,9,7,0,17,18,50,7,27,11,16,9,14,9,10,5,4,9
2026,89,1111,66,1407,44,A,0,23,53,13,37,7,8,9,29,14,12,8,0,8,18,55,4,27,4,4,8,21,9,9,8,1,11
2026,89,1224,88,1313,60,H,0,27,50,9,19,25,29,13,29,19,19,5,3,20,19,55,6,16,16,22,9,9,9,14,8,6,21
2026,89,1124,63,1452,53,A,0,25,55,9,22,4,5,10,23,12,14,6,3,13,18,50,5,19,12,18,12,20,10,13,6,3,12
2026,89,1115,78,1290,70,A,0,24,53,6,15,24,34,9,24,14,11,5,2,20,23,48,2,10,22,28,5,26,14,15,4,4,25
2026,89,1143,86,1274,85,A,0,26,53,10,23,24,32,7,21,16,7,4,3,24,29,51,4,12,23,33,7,25,14,7,3,4,20
2026,89,1218,89,1253,82,A,0,29,50,8,14,23,29,5,24,14,13,4,3,19,30,68,6,20,16,20,16,20,9,11,6,0,25
2026,89,1294,74,1186,71,H,0,28,70,9,35,9,11,13,22,16,4,6,5,15,27,58,8,18,9,10,6,29,9,12,0,0,14
2026,89,1443,65,1292,60,A,0,24,64,9,28,8,10,10,27,14,8,7,3,18,20,50,4,19,16,29,10,32,12,12,4,1,13
2026,89,1281,84,1280,79,H,0,25,58,9,26,25,33,12,24,15,10,4,7,16,28,65,11,28,12,18,13,25,9,14,6,3,21
2026,89,1219,71,1255,59,A,0,24,50,6,21,17,21,5,21,9,8,13,1,16,22,53,8,24,7,9,12,24,11,18,2,3,18
2026,89,1355,95,1331,72,H,0,38,67,12,21,7,12,10,35,20,10,7,4,19,21,63,11,36,19,27,11,23,12,9,5,5,17
2026,89,1379,73,1241,65,H,0,21,46,3,10,28,34,7,27,9,11,6,6,18,23,53,4,20,15,26,9,21,6,11,7,2,22
2026,89,1386,67,1247,58,A,0,22,52,14,32,9,12,8,31,18,15,4,6,11,26,67,3,19,3,8,13,24,16,8,9,2,14
2026,89,1112,87,1113,74,A,0,32,63,4,11,19,26,16,31,17,14,8,5,19,27,65,8,24,12,20,12,20,14,12,10,6,17
2026,89,1314,91,1210,75,A,0,36,79,8,31,11,12,14,25,21,2,10,5,11,27,60,7,13,14,17,9,29,16,12,1,4,10
2026,89,1257,88,1374,74,H,0,31,63,10,35,16,23,9,26,20,11,9,3,14,30,62,8,25,6,9,9,25,7,16,8,2,20
2026,89,1250,77,1159,76,H,0,27,53,13,25,10,13,5,19,13,18,6,2,16,28,57,3,15,17,20,10,23,7,14,10,3,19
2026,89,1248,67,1110,65,A,0,24,56,8,27,11,19,12,24,14,11,7,4,17,24,58,6,27,11,15,13,22,13,11,8,4,21
2026,89,1458,92,1326,82,H,0,32,62,9,26,19,21,7,28,16,5,3,4,15,28,69,10,29,16,18,14,23,9,7,2,1,20
2026,89,1137,103,1131,97,H,0,32,62,11,22,28,33,9,28,18,8,6,2,23,31,68,11,31,24,29,12,23,17,7,6,4,22
2026,89,1325,95,1138,83,A,0,35,66,5,19,20,26,13,21,19,6,7,0,20,29,52,6,14,19,27,6,24,15,13,3,2,23
2026,89,1158,89,1318,84,A,0,33,62,3,15,20,26,9,26,19,5,3,5,10,36,73,10,27,2,5,13,24,21,5,3,1,20
2026,89,1180,61,1299,60,H,0,26,61,9,23,0,2,10,26,15,11,3,2,15,21,53,5,21,13,15,5,26,9,10,8,3,10
2026,89,1400,79,1328,69,A,0,30,50,8,21,11,15,5,27,16,14,7,3,11,25,61,9,28,10,16,10,18,11,9,8,0,17
2026,89,1252,100,1316,94,A,0,40,66,10,23,10,13,5,22,21,6,10,0,11,31,65,17,39,15,16,13,23,19,13,2,0,13
2026,89,1434,76,1232,72,A,0,28,64,3,14,17,26,16,28,10,9,8,5,18,27,59,6,25,12,21,8,25,13,12,3,5,21
2026,89,1429,71,1361,66,H,0,26,64,6,26,13,23,15,31,15,18,9,3,16,23,57,6,24,14,18,6,25,11,13,10,4,21
2026,89,1447,75,1192,72,H,0,24,59,8,22,19,23,11,27,12,9,5,3,14,29,60,10,23,4,11,7,26,16,11,4,0,15
2026,89,1261,92,1376,87,A,0,31,60,9,22,21,25,9,26,23,11,4,4,20,28,69,9,24,22,31,14,20,13,6,9,1,18
2026,89,1401,92,1208,77,A,0,30,67,13,34,19,20,14,32,17,14,7,3,13,31,78,7,28,8,10,16,23,14,10,9,5,18
2026,89,1181,72,1439,58,A,0,31,59,5,21,5,7,12,21,15,8,7,2,13,23,55,7,26,5,6,11,15,11,10,6,2,12
2026,89,1222,76,1153,54,H,0,26,58,9,26,15,18,12,18,14,4,9,4,16,18,47,10,23,8,13,12,23,11,19,2,1,14
2026,89,1416,88,1403,80,H,0,32,65,6,13,18,22,13,22,19,6,6,1,11,31,55,11,29,7,12,4,19,19,13,3,3,15
2026,89,1155,63,1338,52,H,0,19,41,8,21,17,20,5,20,12,11,8,2,16,20,53,5,26,7,11,16,17,9,14,6,4,20
